,label,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
9917,0,0,3,4,4,1,0,0,1,1,1,1,0,1,1,12.2,28.05,1.9,0.15,7.96,0.2,7.67
8243,0,0,5,2,5,0,1,0,0,1,0,0,1,1,0,11.58,27.55,1.09,-6.24,7.24,4.98,6.17
12720,0,0,4,3,5,0,1,1,0,0,1,1,0,1,1,11.87,28.83,-0.94,5.53,7.53,1.85,5.48
13544,0,1,2,4,2,0,0,1,1,0,0,0,0,0,0,11.98,29.33,1.61,6.13,7.45,-1.92,5.85
14931,0,1,3,5,3,0,0,0,1,1,1,0,0,1,1,12.18,30.14,2.57,0.05,7.97,0.58,2.98
10147,0,1,4,4,3,1,1,1,0,0,0,1,0,0,1,11.84,25.03,3.11,-0.82,7.68,2.8,4.45
11626,0,1,4,2,3,1,0,0,0,1,1,0,0,1,0,12.16,24.23,3.16,0.35,8.01,1.6,7.31
12915,0,1,1,4,5,0,1,0,1,1,1,1,1,1,1,11.8,29.96,1.84,1.42,7.26,2.55,3.78
8088,0,1,2,5,3,0,1,0,1,1,0,1,1,0,1,12.27,27.98,1.42,-3.34,7.48,1.2,4.2
1280,0,0,3,2,5,1,0,0,0,0,1,1,0,1,1,12.22,27.91,3.85,1.46,7.68,-0.91,4.65
13680,0,1,1,2,4,0,0,1,1,0,0,1,1,1,1,12.11,31.23,1.76,1.83,7.52,0.79,6.38
3909,0,1,5,3,5,0,0,1,0,0,1,1,1,1,0,12.01,29.91,-0.23,1.09,6.84,1.67,4.54
2380,0,1,3,3,3,1,1,1,1,0,1,1,0,1,1,12.06,27.14,-0.67,2.04,7.53,0.97,4.99
6115,0,0,5,3,4,1,0,0,0,0,1,0,1,0,1,12.14,28.11,1.8,0.42,7.59,2.7,4.71
17958,1,0,5,2,5,0,0,0,0,1,1,1,0,0,1,12.14,30.51,2.38,8.18,8,4.89,5.43
8785,0,1,4,3,4,1,1,1,0,0,1,1,1,0,0,12.1,25.83,4.07,-2.22,7.73,1.67,6.99
2145,0,1,2,4,3,1,1,1,0,0,0,1,0,1,0,12.18,27.42,2.85,0.11,7.13,0.22,6.8
623,0,1,4,2,4,1,0,0,1,1,0,0,1,0,0,12.06,27.68,3.63,3.91,7.64,0.35,4.76
12252,0,1,3,3,3,1,1,1,1,1,0,0,1,1,0,12.11,28.1,4.9,3.46,7.33,-2.41,8.18
17702,1,0,1,1,4,1,1,1,1,0,0,0,1,1,1,11.72,26.02,1.88,3.74,7.36,-0.15,3.22
345,0,1,4,4,4,1,1,1,1,0,1,0,0,1,1,12.08,25.84,0.88,3.15,7.61,1.63,5.05
4786,0,0,4,1,2,0,0,1,1,0,1,1,1,0,0,11.78,28.38,3.41,1.93,7.28,-0.82,6.34
8670,0,0,1,4,4,1,1,0,0,1,0,0,0,1,0,12.48,28.24,4.95,3.55,7,2.52,4.81
9027,0,1,5,5,3,0,1,1,0,1,0,1,1,0,0,11.99,30.13,2.26,-1.21,7.31,1.57,3.77
16492,1,1,2,2,2,0,0,1,0,1,0,1,0,0,0,11.7,27.65,0.11,-1.89,7.23,2.29,3.99
8846,0,1,3,4,3,1,1,1,1,1,1,1,0,0,0,12.18,30.2,3.16,2.61,6.98,1.56,8.19
11073,0,1,5,4,3,1,1,1,1,1,1,0,0,0,1,12.31,28.27,3.87,-0.95,7.93,0.32,6.57
13213,0,0,1,5,3,0,0,1,1,0,1,1,1,1,1,11.98,24.82,1.76,-1.14,7.57,3.83,7.76
18424,1,1,5,2,2,1,1,1,0,0,1,0,1,0,1,11.89,27.53,1.28,-5.24,7.34,2.84,7.15
9352,0,1,3,4,4,1,0,1,1,1,1,1,1,1,0,11.75,26,0.82,-1.24,7.56,-2.55,6.35
8767,0,1,4,4,4,1,0,1,1,0,0,1,1,1,0,12.25,27.25,4.07,-5.88,7.28,0.8,5.47
13318,0,1,1,2,5,1,1,1,1,1,0,1,1,0,1,12.18,24.75,0.01,-5.33,7.46,0.26,6.93
17569,1,1,4,4,3,0,1,1,1,1,0,1,0,0,1,12.15,31.45,2.13,2.76,7.29,-0.57,4.95
8932,0,1,5,3,3,0,0,0,0,0,1,1,0,1,1,11.93,26.93,-2.65,0.23,7.37,1.24,4.72
18229,1,1,4,2,4,1,0,1,0,1,1,1,1,0,0,11.94,29.03,3.02,2.41,7.56,-1.03,7.06
15488,1,0,4,4,3,1,1,0,0,0,0,0,1,1,1,11.54,28.38,-1.92,4.77,7.67,0.05,5.54
10963,0,0,4,1,5,0,0,0,0,0,0,0,1,0,0,11.67,25.39,0.01,-2.85,7.44,-3.69,5.87
17507,1,0,1,1,5,0,0,0,1,1,0,0,1,0,0,12.09,27.15,3.74,-5.13,7.62,-4.31,6.73
462,0,1,5,4,3,1,1,0,0,0,0,0,1,0,0,12.14,27.59,1.94,6.2,7.43,-0.58,6.68
15524,1,1,4,1,3,1,1,0,0,1,0,1,0,0,0,12.02,30.44,0.71,5.33,7.35,0.4,5.49
17618,1,1,2,4,2,1,1,0,0,1,0,0,0,1,0,12.15,29.63,1.19,0.1,7.71,0.94,4.02
16022,1,0,3,4,4,0,1,0,0,1,0,0,0,0,0,12.07,30.17,-1.35,-2.02,7.23,0.87,6.66
15121,1,0,2,2,3,1,0,0,0,0,1,1,1,1,1,12.21,28.06,2.07,-5.89,7.52,1.86,6.18
5039,0,1,3,5,5,0,0,0,0,1,0,0,1,0,0,11.88,27.84,-0.67,1.96,7.27,0,5.77
11372,0,0,1,2,4,0,0,0,0,0,0,1,0,0,0,12.01,25.27,2.71,-2.89,7.8,1.15,5.12
5102,0,0,2,3,5,1,1,1,1,1,1,1,0,0,0,11.85,30.1,4.34,-4.38,7.27,4.31,4.63
9858,0,1,5,4,3,1,0,0,0,1,0,0,0,0,0,12.28,29.39,-1.22,-1.12,7.5,3.97,5.66
9803,0,1,3,4,5,0,1,1,0,1,0,0,0,1,0,12.24,27.45,3.66,0.09,7.32,-1.96,5.03
5902,0,1,2,3,3,1,0,1,0,1,1,0,0,0,0,11.95,26.08,2.58,7.23,7.56,1.13,6.71
15247,1,0,3,3,3,0,0,0,0,0,0,0,0,0,0,11.74,26.46,-1.93,0.12,7.75,0.5,5.2
5057,0,1,4,3,3,1,1,1,1,1,0,1,1,1,1,11.78,29.73,3.33,-1.94,7.58,3.12,6.4
19026,1,1,2,2,3,1,0,1,1,0,1,1,1,1,0,12.02,28.54,5.5,-6.28,7.46,0.85,5.65
2599,0,1,2,5,5,0,1,0,1,1,1,0,0,0,1,12.08,28.27,2.97,7.41,7.3,-2.43,4.64
11302,0,1,2,2,5,0,1,1,0,1,1,1,0,1,0,11.95,25.55,4.45,3.01,7.58,-0.56,4.3
4983,0,1,3,4,5,1,1,0,0,1,1,0,1,1,1,12.14,27.36,-0.84,-1.35,7.73,-0.13,3.72
17947,1,1,3,4,4,0,1,1,0,1,0,1,1,1,0,12.06,25.26,1.07,0.61,7.56,-1.36,5.44
10821,0,0,3,3,1,1,0,1,1,1,0,1,0,0,0,11.86,28.7,5.03,-0.55,7.91,0.53,5.01
5474,0,1,5,5,5,0,0,0,0,1,0,1,1,1,0,12.12,30.35,1.14,-6.94,7.18,5.63,7.28
12117,0,1,1,5,5,1,0,0,0,1,1,1,0,0,1,11.9,25,0.62,-2.2,7.74,-0.32,7.21
18485,1,0,3,4,4,1,1,0,1,1,0,1,1,0,1,12.27,28.79,2.11,-4.52,7.4,-0.5,5.4
18152,1,1,1,4,2,0,0,1,1,1,0,0,1,0,1,11.87,27.71,1.6,-1.56,7.37,-0.17,5.75
2592,0,1,3,2,1,1,1,1,1,0,1,1,1,0,1,12.27,30.18,0.94,-3.52,7.22,-0.67,5.23
11352,0,0,5,2,4,1,1,0,1,0,1,1,0,0,1,11.78,31.93,1.17,1.34,7.52,-1.15,4.96
14965,0,1,4,4,4,0,1,0,0,0,0,1,1,1,0,11.78,27.61,5.22,7.5,7.62,-1.16,5.89
9152,0,1,3,2,4,0,1,0,1,0,0,0,1,1,1,11.98,27.08,-1,1.19,7.48,-0.47,6.53
11469,0,1,1,5,4,1,0,1,0,1,1,1,1,1,1,12.2,25.1,0.36,-5.8,7.27,-1.06,5.97
13505,0,1,2,5,4,0,0,1,1,1,1,1,1,1,0,12.12,26.54,0.41,1.13,7.1,-0.05,6.19
18088,1,1,4,4,5,0,0,0,1,0,0,0,1,0,1,12.15,26.92,5.51,-2.58,7.63,0.71,6.87
10474,0,1,2,2,1,0,1,1,1,1,1,0,0,1,0,11.71,27.63,0.9,-3.57,7.55,-0.69,5.52
7983,0,1,3,3,5,1,1,1,0,1,1,0,1,1,1,11.75,25.68,2.3,-1.74,7.52,-0.85,9.26
5504,0,1,3,5,3,1,0,1,0,0,1,0,0,0,0,12,28.05,0.15,0.97,7.54,1.85,5.34
16973,1,1,3,5,3,0,0,0,1,0,0,1,1,0,1,12.38,29.48,1.01,6.62,7.66,2.15,5.63
4671,0,1,2,5,3,0,0,1,1,1,1,1,0,1,0,12.21,29.03,1.67,-2.13,8.03,4.48,5.25
7337,0,1,4,4,5,0,0,1,0,0,0,0,0,0,1,11.9,25.13,0.04,6.33,7.17,2.35,5.23
17311,1,0,4,3,4,0,1,1,0,1,1,0,1,0,1,12.06,28.15,2.06,6.93,8.05,-1.91,5.7
4302,0,0,2,5,4,0,1,1,1,1,1,0,0,0,0,11.96,25.14,0.08,-3.67,7.54,2.96,4.53
9722,0,1,2,5,5,1,1,1,0,0,1,1,1,1,1,12.16,24.97,-0.21,6.34,7.23,0.76,4.62
170,0,1,1,4,5,0,0,0,0,1,0,0,1,0,1,11.95,28.79,2.03,6.58,7.7,3.27,5.07
17821,1,1,4,4,5,1,0,1,1,0,1,1,1,0,1,11.98,28.8,0.98,2.36,7.81,-0.08,5.83
4901,0,1,5,4,5,0,1,1,1,1,0,0,0,0,0,12.34,24.17,0.56,-0.76,7.46,-0.06,5.38
19419,1,1,4,2,1,1,1,0,0,1,1,1,0,1,0,12.09,28.03,1.38,0.95,7.71,1.5,5.65
570,0,0,3,2,3,1,1,1,1,1,0,0,0,1,1,12.18,25.07,3.94,1.41,7.52,2.9,4.32
3834,0,1,3,5,3,0,0,0,1,1,0,0,0,1,1,11.76,27.66,1.28,-4.13,7.54,1.91,5.23
6776,0,0,4,1,1,1,0,1,1,1,0,0,1,1,0,12.28,29.26,5.58,4.82,7.49,0.68,6.58
17200,1,1,3,2,4,1,0,0,0,0,0,1,0,0,0,12.13,29.89,-1.31,-1.41,7.79,1.89,4.87
8223,0,1,4,1,2,1,1,0,0,1,1,0,0,1,1,11.94,30.67,0.11,4.3,7.47,-0.79,8.12
19012,1,0,1,1,4,0,0,1,1,0,1,1,0,0,0,11.99,27.9,4.21,1.77,7.48,2.13,5.66
19649,1,0,5,1,5,1,1,1,0,1,0,0,1,0,0,12.16,30.61,2.06,3.91,7.74,-1.18,5.04
18589,1,1,4,5,1,1,1,0,0,0,0,1,1,1,0,11.92,27.03,-0.92,3.77,8.06,1.05,5.17
2490,0,1,2,5,2,1,1,1,1,0,0,1,1,0,0,12,27.75,1.53,-5.01,7.81,0.69,7.26
5341,0,0,4,5,1,0,1,0,0,0,1,1,0,0,0,12.08,28.52,0.74,-1.66,7.78,-1.32,6.04
6427,0,1,3,4,5,1,0,0,1,0,0,1,0,0,1,11.82,25.44,1.81,3.87,7.31,0.97,6.56
13819,0,1,2,4,3,1,0,1,1,0,1,1,1,1,1,12.04,26.69,8.11,-3.83,7.42,2.97,7.18
13862,0,1,1,2,5,0,0,0,0,1,0,1,1,1,0,11.81,29.46,-0.77,0.86,7.18,0.41,4.9
7265,0,1,4,4,4,1,1,1,0,1,1,1,0,0,0,12.37,28.06,-0.84,-0.41,7.57,0.87,5.88
16076,1,1,2,5,1,1,1,0,1,0,1,0,0,1,0,12.23,27.94,-3.08,3.17,7.57,1.66,8.06
10681,0,1,5,5,2,1,1,1,1,0,1,1,1,1,0,12.23,30.19,0.02,1.63,7.52,0.21,5.88
7868,0,1,5,4,4,0,0,1,1,1,0,1,0,1,0,12.22,28.91,1,0.18,7.88,4.35,7.98
12436,0,1,5,5,3,1,0,0,1,0,0,0,1,0,1,11.96,28.42,-0.19,2.06,7.5,1.11,5.36
185,0,1,5,4,5,1,1,0,0,1,1,1,0,0,1,11.62,27.14,1.12,2.11,7.72,-0.29,5
4213,0,1,2,3,5,0,1,0,0,0,1,1,1,1,0,12,26.99,3.33,0.94,7.28,-3.33,6.67
3032,0,0,2,5,3,0,1,0,1,1,1,0,0,0,0,11.86,28.48,0.57,0.9,7.41,1.06,5.6
9634,0,1,4,1,4,0,1,0,1,0,0,0,1,0,1,12.06,26.6,-0.45,-3.56,7.22,-1.36,3.2
6902,0,1,1,3,4,0,1,1,0,0,0,0,1,0,0,12.12,31.4,-2.03,-1.26,7.52,0.81,6.22
12673,0,1,5,4,3,1,0,0,0,0,0,0,0,0,0,12.21,26.9,2.93,2.5,7.52,1.53,7
6161,0,1,3,5,3,0,0,0,0,0,1,1,1,0,1,12.01,28.16,3.81,-1.62,7.75,3.18,6.66
10998,0,1,3,2,3,0,0,1,0,0,1,0,1,1,0,12.07,28.67,3.03,2.64,7.44,0.13,5.09
77,0,1,5,3,4,0,0,1,0,1,0,1,0,0,1,12.37,27.45,-0.2,0.99,7.55,2.14,3.34
17494,1,1,3,2,4,0,1,1,1,0,0,0,1,1,0,11.96,31.06,2.87,-5.27,7.9,3.09,5.93
13553,0,1,5,3,3,1,0,0,1,0,1,0,1,1,0,12,27,1.66,0.6,7.33,0.73,5.87
8051,0,1,5,3,3,0,0,1,0,0,0,1,1,0,1,12.26,23.66,2.67,-0.38,7.41,-2.04,4.59
16043,1,0,2,3,3,0,1,0,0,0,0,0,1,0,0,11.92,26.8,3.6,-1.31,7.46,-3.93,6.75
18166,1,1,4,3,1,0,0,1,1,1,0,1,1,0,1,12.27,30.24,3.63,3.88,7.59,0.09,6.68
4432,0,0,3,3,4,0,1,0,0,0,1,1,1,0,0,12.02,26.87,1.35,-3.14,7.28,0.55,5.56
16496,1,0,4,3,1,1,0,1,0,0,0,0,0,0,1,11.52,28.86,0,-1.5,7.46,-4.64,5.71
19908,1,1,1,4,4,0,1,0,1,0,0,1,1,0,1,12.35,27.79,-0.89,-2.83,7.15,2.78,5.51
9321,0,1,2,4,5,0,1,0,1,0,0,1,0,0,0,12.07,28.43,-0.5,5.34,7.41,2.29,6.8
4450,0,1,4,4,3,0,0,1,0,1,0,1,0,1,0,11.81,27.6,-0.43,-2.74,7.22,0.15,5.81
11671,0,1,3,4,4,0,0,0,1,0,1,0,0,1,1,12.14,24.33,1.34,3.36,7.77,-3.54,5.44
15034,1,0,3,3,5,1,1,0,0,1,1,1,0,1,1,12.03,30.59,4.09,3.51,7.28,1.76,6.19
19006,1,1,3,1,5,0,0,1,0,1,0,1,0,1,1,11.84,27.42,0.99,4.25,7.49,1.28,4.53
16596,1,1,1,2,4,0,0,0,1,1,1,0,1,1,1,11.71,27.47,1.9,7.47,7.45,-0.39,6.42
9334,0,1,3,5,5,0,1,0,0,0,1,1,1,0,1,12.04,28.83,2.19,9,7.32,0.35,5.31
7172,0,1,2,5,5,0,0,1,1,1,0,0,0,0,0,12.01,25.4,2.73,-1.22,7.84,1.65,6.74
2093,0,1,3,2,3,0,0,0,0,0,1,0,1,0,1,12.14,28.75,0.43,1.04,7.05,1.48,6.25
1353,0,1,4,5,4,0,1,0,1,0,0,1,1,0,1,12.18,27.74,3.7,0.44,7.66,-2.01,7.31
6627,0,1,5,3,4,1,0,0,1,0,1,0,0,1,1,11.92,28.3,-0.08,1.82,7.25,-0.92,5.95
13131,0,1,2,2,4,0,1,1,1,0,0,0,1,1,1,11.93,29.59,0.42,-0.17,7.53,0.41,7.35
13076,0,0,1,4,3,1,1,0,0,1,1,0,1,0,0,11.8,27.83,1.88,0.29,7.67,1.48,6.68
4231,0,1,4,3,4,0,1,0,1,1,1,0,1,1,1,12.1,27.29,1.5,-1.86,7.42,2.75,4.04
14982,0,1,3,4,5,0,1,1,0,1,1,1,1,0,1,12.21,29.39,-0.31,-4.22,7.35,1.35,5.6
2526,0,1,3,2,4,0,0,1,0,1,1,0,1,1,1,12,24.54,-0.61,2.63,8.06,2.02,4.41
19046,1,0,3,2,5,0,0,0,0,1,0,1,0,1,0,12.11,28.31,3.41,2.39,7,2.69,7.93
19670,1,0,3,4,3,1,1,0,0,1,1,1,0,0,0,11.69,32.56,-1.21,1.18,7.41,0.75,5.15
12535,0,0,1,5,4,0,1,1,0,1,1,1,0,0,1,12.54,25.9,1.49,-1.84,7.34,0.94,6.82
18742,1,1,3,3,2,1,1,0,0,1,1,0,0,0,0,11.95,28.04,4.35,1.86,7.46,0.26,6.75
14736,0,1,2,4,3,1,0,1,0,0,0,1,0,0,1,12.34,27.76,0.81,-2.9,6.99,0.18,6.24
3388,0,1,3,5,4,0,1,1,1,0,1,1,0,0,0,12.25,27.13,-0.65,3.31,7.94,1.76,7.13
18091,1,0,5,5,4,1,0,1,1,1,1,1,0,1,0,12.35,27.44,3.98,5.29,7.19,-0.88,6.25
16833,1,1,1,3,3,0,0,1,1,1,1,0,1,1,1,12.21,28.27,1.1,1.64,7.57,0.39,5.84
12800,0,1,2,3,3,1,1,0,1,0,1,0,1,0,0,12.1,27.11,0.5,-1.73,7.27,-0.88,5.29
1277,0,1,1,3,2,1,0,1,0,0,1,1,0,0,1,11.93,28.24,3.95,3.82,7.53,1.52,5.6
3621,0,1,2,5,4,1,1,1,1,0,0,0,0,1,0,12.09,27.54,2.33,1.95,7.55,-1.55,6.7
14775,0,1,5,2,2,0,1,1,0,1,0,0,1,0,1,12.28,27.74,-1.14,0.71,7.67,1.15,5.32
2344,0,0,4,3,4,1,0,0,1,0,1,0,1,1,1,11.75,27.98,1.45,-2.26,7.06,2.19,7.9
19633,1,0,2,2,4,1,0,0,1,1,0,1,0,1,0,12.01,25.93,1.47,0.57,7.76,-0.05,6.52
809,0,1,5,3,3,0,1,1,1,0,1,0,0,1,0,12,27.31,-1.07,1.1,7.81,0.23,4.76
14874,0,1,3,2,1,1,0,0,0,1,0,1,1,1,0,12.34,26.29,1.46,-1.63,7.39,2.4,4.78
5930,0,1,1,5,2,1,1,0,0,0,0,1,0,1,0,12.24,29.63,1.7,1.08,7.61,1.7,5.34
16545,1,0,3,5,4,0,0,1,1,0,1,0,0,1,1,12.18,27.12,3.47,-0.07,7.66,-0.08,6.28
18449,1,0,2,4,3,0,1,1,1,1,1,0,1,0,1,11.99,28.98,4.71,0.05,7.66,-1.16,5.32
1773,0,0,5,4,4,0,1,0,1,0,0,0,0,1,0,11.68,27.97,2.2,-2.4,7.39,-0.98,3.86
14665,0,0,3,5,3,0,0,0,0,0,1,1,1,1,1,11.97,27.45,1.2,1.76,7.72,0.81,5.56
16493,1,1,3,1,4,1,0,1,0,0,1,0,0,1,0,11.79,30.48,2.31,-3.79,7.47,1.84,6.94
8755,0,1,5,2,3,0,0,0,0,1,0,0,0,1,1,12.34,28.06,2.9,3.83,7.01,1.01,6.3
2333,0,1,5,2,1,0,1,1,1,1,0,0,0,1,0,12.05,28.56,-1.05,-2.98,7.72,2.81,6.15
6659,0,0,5,2,3,1,1,0,0,1,1,0,1,0,1,11.95,26.15,2.05,-4.54,7.59,-1.84,5.23
10905,0,0,1,2,3,0,1,1,1,1,1,1,0,1,1,11.95,28.8,-1.45,3.01,7.55,0.3,5.81
19296,1,0,2,3,3,1,1,0,1,1,0,0,1,1,0,12,25.96,1.74,-0.14,7.72,-0.59,6.14
10448,0,1,4,3,3,1,1,0,1,0,0,1,1,1,0,11.79,26.11,4.53,1.37,7.46,1.13,5.34
6969,0,1,2,4,4,0,0,0,0,0,0,0,1,0,0,11.84,29.24,3,1.16,7.3,3.01,5.23
13360,0,1,5,4,4,0,0,0,1,1,1,0,1,0,1,12.2,27.33,1.21,0.08,7.65,1.33,5.01
10244,0,1,3,5,4,0,0,0,1,1,1,1,1,1,0,12.24,26.13,5.84,3.86,7.14,0.9,4.98
10426,0,1,4,4,3,0,1,1,1,1,1,1,1,0,0,12.02,28.91,3.92,-3.21,7.54,2.08,6.03
16450,1,0,4,4,4,1,0,1,0,0,1,0,0,1,1,12.12,32.16,0.52,-1.04,7.4,-2.44,5.73
3094,0,0,5,3,3,1,1,1,1,0,1,1,0,0,1,11.87,30.05,3.37,2.63,7.45,-1.87,5.94
15463,1,0,3,2,4,1,1,0,1,1,0,0,1,0,1,12.05,26.12,1.14,-0.45,7.44,1.99,4
7106,0,1,5,5,4,0,1,0,1,0,1,1,0,1,0,11.94,28.06,5.22,-0.16,7.79,-3.65,6.08
8805,0,0,2,5,3,0,1,0,1,0,1,1,1,0,0,11.89,26.59,4.74,0.34,7.49,1.42,7.04
9728,0,1,5,5,3,0,1,1,0,0,1,1,1,0,0,12.11,29.37,1.34,-1.99,7.49,0.46,5.25
17157,1,0,1,5,5,1,1,0,0,1,0,1,0,0,0,12.03,30.21,-0.25,-0.34,7.55,-1.52,4.37
7374,0,1,4,4,4,1,0,0,0,0,1,0,0,0,1,11.9,28.69,1.17,-3.1,7.72,0.04,5.4
17727,1,1,3,1,4,1,0,0,0,0,0,0,1,0,0,12.16,29.48,2.95,-1.24,7.43,-3.52,5.46
5865,0,1,4,2,4,0,0,1,1,0,0,0,1,0,1,11.83,28.71,0.97,3.98,7.38,3.45,4.12
13727,0,1,5,1,4,1,1,0,1,0,0,1,0,0,1,11.81,28.06,0.66,2.65,7.6,-1.48,3.71
454,0,1,4,1,1,1,1,1,0,0,0,0,0,1,1,11.81,27.78,2.59,4.98,7.55,-0.33,6.72
4246,0,1,2,3,3,1,1,1,1,1,0,1,0,0,0,12.31,27.2,4.32,-2.37,7.48,-0.21,7.92
19798,1,1,3,2,2,1,0,0,1,1,1,1,1,1,1,11.97,26.05,4.01,-0.57,7.47,-0.66,5.82
3307,0,1,1,2,3,1,1,1,1,1,0,0,0,1,1,12.24,26.92,0.79,0.87,7.59,1.56,5.85
14495,0,1,5,5,4,0,0,0,1,0,1,0,1,1,1,12.03,25.99,0.63,-0.6,7.5,-0.33,6.44
19925,1,0,5,1,3,0,1,1,1,1,1,1,0,1,0,12.08,29.06,2.09,7.9,7.62,-1.03,4.27
13408,0,1,3,4,1,0,0,1,0,0,1,1,1,0,0,11.8,26.7,2.06,4.46,7,1.3,7.07
17960,1,0,4,3,2,0,1,1,1,1,0,0,0,0,0,12.06,31.8,0.56,-1.64,7.39,1.13,8.66
11368,0,1,3,5,1,1,1,1,1,1,0,1,1,0,1,12.1,26.1,3,-6.68,7.26,3.69,3.98
18893,1,0,3,2,5,0,0,1,1,0,0,1,1,1,1,11.78,27.67,-0.08,-5.08,7.57,2.23,7.19
3940,0,0,2,5,4,1,1,0,1,0,0,0,0,1,0,11.74,25.97,1.21,0.12,7.54,2.87,7.58
14844,0,1,4,2,4,0,0,1,1,1,0,1,0,0,0,12.04,32.74,1.48,0.93,7.77,-0.03,5.93
18899,1,1,2,1,2,1,0,0,0,0,1,0,1,1,1,11.89,29.55,3.87,-1.19,7.85,0.42,5.6
5027,0,0,3,2,3,0,1,1,1,1,0,1,0,1,1,11.81,24.58,3.05,5.23,7.47,4.1,5.48
542,0,1,1,3,5,1,0,0,1,1,0,1,0,0,1,12.49,29.43,0,2.02,7.27,-1,6.41
11150,0,1,3,3,5,1,0,1,0,1,1,0,0,1,1,12.28,28.45,1.19,0.19,7.24,-0.57,4.63
3430,0,1,4,5,1,1,1,0,0,0,1,0,0,1,0,11.98,28.72,-0.26,-0.69,7.33,2.19,6.02
14265,0,0,2,2,3,1,1,1,1,0,1,0,0,0,1,12.13,26.12,5.9,-4.2,7.83,-0.51,4.74
4017,0,0,5,2,5,1,0,1,1,1,1,1,0,0,1,12.2,26.65,2.75,0.51,7.66,0.44,6.49
6321,0,1,2,5,4,1,1,1,1,1,1,1,0,0,1,12.15,30.97,1,-0.63,7.46,1.55,5.93
15369,1,1,1,5,4,1,0,1,1,0,0,1,0,1,0,12.22,25.25,3.54,-2.38,7.35,-2.07,6.49
5803,0,1,3,5,3,1,0,1,1,1,1,0,0,1,1,12.28,26.89,2.55,2.55,7.17,-0.09,6.13
8363,0,1,1,5,1,0,1,1,0,0,1,1,1,0,0,11.95,25.59,-0.08,0.18,7.69,-1.54,6.1
8240,0,0,2,5,4,0,0,1,0,0,0,0,1,1,0,12.09,29.9,0.43,1.11,7.66,-0.53,6.07
19277,1,0,3,1,5,1,1,1,1,0,0,1,0,0,1,12.22,28.62,-1.14,0.92,7.6,-1.01,4.14
6500,0,1,2,5,1,0,0,1,1,1,1,1,1,1,1,12.36,26.26,2.07,-0.61,7.56,1.32,5.89
4293,0,0,2,1,5,1,0,1,0,0,0,0,1,0,0,12.31,28.9,0.46,-0.57,7.51,-1.93,6.07
4970,0,0,2,2,4,1,1,0,1,0,0,1,1,1,0,11.9,27.18,1.01,5.58,7.27,2.98,6.64
18750,1,1,3,3,3,0,1,0,1,1,1,1,0,1,0,11.82,31.13,-0.5,-0.82,7.69,-1.87,6.27
14230,0,1,3,3,3,1,0,1,0,1,0,0,1,0,0,11.87,25.64,1.52,3,7.68,-0.65,2.75
14094,0,0,5,3,4,1,1,1,1,0,1,0,0,1,1,11.96,26.74,1.89,6.57,7.47,-0.24,6.09
9105,0,1,1,4,1,1,0,1,0,0,1,1,1,1,1,11.9,27.02,1.77,-0.71,7.57,2.58,7.1
4699,0,1,3,5,5,0,1,1,1,1,1,0,0,1,1,12.15,26.33,1.51,-8.75,7.33,3.62,6.02
11307,0,1,3,2,3,0,0,0,0,1,1,1,0,0,0,12.03,28.59,1.36,-0.6,7.9,1.01,3.49
16463,1,1,3,5,5,0,0,0,1,1,1,1,1,0,1,12.08,27.6,1.49,-4.55,7.22,2.25,7.73
2098,0,1,5,4,2,0,1,1,1,1,0,1,1,1,0,12.03,29.58,1.52,-1.2,7.06,2.98,6.48
2226,0,1,4,3,3,0,0,0,1,1,1,1,1,1,0,11.96,26.27,2.81,0.96,7.4,-1.84,4.49
3171,0,1,2,4,2,0,0,1,1,1,1,1,1,1,0,11.84,25.63,-0.35,-2.79,7.86,2.85,6.58
4617,0,1,4,4,3,1,1,1,0,0,0,1,1,0,1,12.14,31.03,2.09,-2.16,7.38,1.74,5.77
4358,0,1,3,4,4,1,1,1,0,0,0,1,1,1,0,11.81,27.34,-0.46,-1.51,7.42,0.47,5.59
16198,1,1,4,2,2,0,0,1,1,1,1,0,0,0,1,12.16,29.17,2.46,-2.32,7.57,2.62,6.22
15366,1,0,1,4,5,1,1,1,0,0,1,0,1,1,1,11.85,28.4,3.24,-6.63,7.56,-1.63,5.6
8634,0,0,4,2,5,1,0,1,0,1,1,0,0,1,1,11.92,27.71,-1.58,-4.99,7.33,-0.89,4.53
16110,1,1,3,3,1,0,0,1,0,0,1,0,1,0,0,12.09,28.64,2.97,7.95,7.53,2.03,5.08
5868,0,1,4,5,5,1,1,0,1,0,1,0,1,1,0,11.83,26.76,2.21,-0.37,7.34,-2.09,6.35
399,0,0,3,2,3,0,1,1,1,1,0,1,0,1,1,12.1,29.34,0.31,2.55,7.33,4.1,6.1
9052,0,0,3,1,3,1,1,0,1,0,1,0,1,1,0,11.94,27.97,2.3,5.22,7.59,0,4.72
18483,1,1,2,1,3,0,0,1,1,1,0,1,0,0,1,12.06,27.16,3.21,5.84,7.67,3.02,6.54
8398,0,1,2,3,2,0,0,1,1,1,0,1,0,0,0,12.27,25.5,0.81,-2.37,7.25,-0.53,4.93
10890,0,1,5,3,4,1,1,1,1,0,1,0,1,1,1,12.6,27.24,0.98,6.3,7.35,1.73,4.73
