,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
2800,0,1,4,5,1,0,0,1,1,1,0,1,0,1,12.3,26.66,1.92,-1.89,7.63,-1.04,6.5
8301,1,5,5,4,0,1,0,1,1,0,0,0,0,1,11.92,27.94,3.59,-3.33,8.02,-0.65,5.61
12978,1,1,3,3,0,0,0,0,1,0,1,0,0,1,11.69,25.05,-0.23,1.91,7.18,-0.4,7.5
239,0,1,3,3,1,1,1,1,0,0,1,0,0,0,12.07,29.28,2.21,-1.89,7.45,-0.91,5.78
15866,1,5,2,1,0,0,1,1,0,1,0,0,0,1,12.2,26.04,2.74,-6.03,7.95,-0.52,4.64
7710,1,5,3,4,1,1,1,1,1,0,1,0,1,0,11.88,28.37,4.14,-7.2,7.37,2,4.76
3665,1,2,5,4,1,0,0,1,0,1,0,1,0,0,11.99,30.03,2.79,2.08,7.58,-0.65,3.98
18217,1,5,4,3,1,1,1,0,0,0,0,1,0,1,12.43,26.09,1.68,3.58,7.43,-1.54,4.56
1948,1,5,2,3,0,0,1,1,0,0,0,0,0,0,12.14,28.14,0.51,4.07,7.65,1.77,7.55
4172,1,1,5,5,1,1,0,1,1,1,0,1,0,1,12.52,29,3.43,4.22,7.34,-0.03,3.79
16000,0,2,4,3,0,0,1,1,0,0,1,1,1,0,11.97,28.74,2.13,6.89,7.32,1.19,5.17
6240,0,3,5,2,0,1,0,0,1,0,0,1,1,0,11.76,28.45,0.22,-1.91,7.63,-1.88,6.5
5776,1,1,2,3,0,1,1,1,0,0,0,0,1,0,12.35,27.88,2.27,5.77,7.56,0.7,5.87
5591,1,4,5,3,0,1,0,0,1,0,0,0,1,1,12.01,27.26,-0.82,2.98,7.3,-4.91,4.85
7620,1,2,5,5,1,0,1,1,0,1,1,0,1,0,12.16,30.01,0.82,-3.21,7.6,-0.69,6.8
2992,1,5,2,3,0,0,0,1,1,0,0,1,0,0,11.74,27.34,-0.2,-0.9,7.63,-1.38,6.67
4390,1,3,5,1,1,0,0,0,1,1,0,1,1,1,12.11,27.61,-1.95,0.69,7.54,-0.54,4.92
1462,0,3,1,5,1,1,1,0,0,1,1,0,0,0,12.46,32.12,-0.89,0.97,7.63,-0.19,5.1
9857,1,1,4,5,1,1,1,1,1,0,0,1,1,0,11.94,28.16,0.26,5.28,7.73,0.42,4.46
13203,1,3,4,1,1,1,1,1,0,1,1,0,1,0,11.66,25.11,4.08,-0.79,8.08,4.01,7.35
15892,1,2,3,4,1,0,0,0,1,0,1,0,0,0,11.94,26.93,0.23,2.45,7.12,4.88,7.05
16098,1,4,3,4,0,1,1,1,1,1,0,1,0,0,11.79,30.56,-0.96,-4.43,7.68,-1.12,5.79
10450,1,3,2,4,1,1,0,1,1,0,1,1,0,1,11.86,25.66,2.08,4.41,7.67,3.29,5.33
18150,0,2,3,1,0,0,0,1,0,0,0,1,1,0,11.97,27.65,-0.85,4,7.68,3.81,6.45
4518,1,5,3,2,1,1,0,0,0,1,0,1,0,0,11.97,27.04,1.31,6.79,7.17,-0.08,4.92
7212,1,4,4,5,1,1,1,0,1,1,1,1,1,0,12.09,28.36,1.75,0.52,7.6,-0.35,6.24
8,1,3,5,5,1,0,0,0,1,1,1,1,1,0,11.84,27.98,5.43,0.67,7.79,1.84,5.91
1386,1,1,5,3,0,1,0,1,1,0,0,0,0,1,11.94,26.66,2.2,-12.08,7.34,-1.08,6.55
10985,1,4,5,3,1,0,1,1,0,1,1,0,0,1,11.96,27.68,-2.54,-0.55,7.26,1.21,6.51
6939,1,4,4,4,1,1,0,1,1,1,1,0,0,1,12.06,27.89,-0.54,4.16,7.25,2.08,6.03
2954,1,2,3,4,0,1,1,0,0,0,0,0,1,1,12.31,28.42,3.81,-4.84,7.74,1.24,6.4
7778,1,2,5,1,1,1,1,0,0,0,1,0,0,1,11.66,26.95,-0.87,-5.61,7.6,0.22,5.75
16564,0,4,5,4,1,0,1,1,1,0,0,1,0,0,11.79,28.1,0.88,0.76,7.64,0.68,6.85
1883,0,3,5,5,0,0,1,1,1,0,0,1,0,1,12.04,25.77,1.12,2.62,7.56,0.91,4.45
10173,1,1,4,3,1,0,0,1,0,1,1,0,0,0,12.13,27.88,2.35,2.57,7.74,0.37,6.6
9751,1,4,4,2,1,1,1,0,1,1,0,1,0,0,12.25,27.34,1.24,5.58,7.14,1.2,4.78
6282,1,3,5,1,0,1,1,0,0,1,0,0,1,0,12.33,28.79,1.47,-4.75,7.41,0.51,6.33
15939,1,3,2,3,1,1,0,0,1,0,0,0,0,0,11.96,26.22,0.72,0.02,7.44,0.91,5.72
3281,1,2,4,3,0,1,1,1,0,0,0,1,1,1,12.17,27.51,-0.53,-0.25,7.77,2.7,3.07
9364,1,5,5,5,1,0,1,1,0,0,0,1,1,0,11.97,26.95,0.57,-2.19,7.73,2.14,7.46
19013,0,2,0,2,0,0,0,1,0,1,0,1,0,0,12.23,29.61,2.89,-1.11,7.29,3.24,6.73
19202,1,4,3,4,1,1,1,0,0,0,1,1,0,1,12.17,28.21,0.17,-1.31,7.13,-3.68,5.61
4792,1,1,5,4,0,1,1,1,0,1,0,1,0,0,12.18,27.55,0.53,2.01,7.59,-0.54,6.55
12742,1,5,4,5,1,0,1,0,0,0,0,1,0,1,11.8,26.31,1.95,-1.64,7.58,2.78,7.41
17903,0,3,4,5,1,0,1,0,0,1,0,1,1,0,11.92,27.88,2.61,5.03,7.44,3.13,7.32
1358,0,5,4,4,0,0,1,1,1,0,1,0,1,1,12.33,28.57,2.29,3.52,7.31,-1.08,4.83
1541,1,4,4,3,0,1,0,1,0,1,1,0,1,0,12.05,28.23,0.61,3.36,7.66,-1.02,5.74
2873,1,1,5,4,1,1,1,1,1,0,1,1,1,1,11.86,31.43,1.01,0.71,7.46,-0.95,7.25
2547,1,2,4,2,1,1,0,1,1,0,0,1,1,1,11.97,28.08,4.16,-2.63,7.77,2.75,5.94
4049,1,1,5,5,0,0,1,1,1,1,1,0,1,1,12.13,27.16,1.66,-1.79,7.72,1.62,5.52
18819,0,2,3,3,1,1,0,0,0,1,0,1,1,1,11.86,30.83,4.08,0.31,7.02,1.36,4.9
4005,1,4,5,1,1,0,1,0,0,0,1,0,0,1,12.14,29.62,-1.27,-0.24,7.65,0.71,4.18
15796,0,3,1,2,0,0,1,1,0,0,0,1,0,0,11.95,29.54,2.74,0.9,7.71,-4.06,4.23
3451,0,3,5,1,1,1,1,0,0,0,0,0,0,0,12.41,29.66,1.48,1.14,7.56,3.33,5.71
9266,1,1,5,5,0,0,1,0,0,0,1,1,0,0,11.95,25.84,5.03,2.16,7.26,-2.88,5.96
18501,1,5,1,4,0,1,0,1,1,1,0,1,1,1,12.33,25.67,5.25,3.38,7.99,-1.78,5.89
719,0,3,4,2,0,0,0,1,1,1,1,0,1,0,11.9,29.24,0.15,2,7.61,1.86,6.92
19375,1,2,1,1,1,1,1,1,0,0,1,0,0,1,12.06,24.34,3.05,-3.02,7.52,-1.87,6.43
10872,1,1,4,3,0,0,0,1,0,1,1,1,1,0,12.39,27.69,3.76,2.31,7.59,3.94,5.98
8327,1,5,5,4,1,1,0,0,0,0,0,0,1,1,12.06,26.82,-1.03,-0.61,7.38,3.42,6.27
14034,1,2,2,5,1,1,1,1,1,1,1,0,0,0,12,26.23,0.71,-2.44,7.59,-0.06,5.27
13550,1,3,5,5,1,1,0,0,1,1,1,1,1,0,11.73,29.38,1.01,0.63,7.41,4.84,4.09
3692,1,4,3,4,1,0,0,1,1,0,0,0,1,0,11.55,25.19,1.14,0.39,7.4,2.26,4.43
6086,1,1,4,4,1,1,1,1,0,0,0,0,0,1,11.76,24.62,2.46,1.91,7.47,-0.55,5.15
947,1,4,1,5,0,1,1,1,1,1,0,1,0,1,12.12,26.39,2.18,-4.03,7.25,2.57,4.58
10155,0,3,3,4,0,0,0,0,1,0,1,0,1,1,11.68,26.53,3.87,3.77,7.14,-0.77,8.38
2937,0,5,5,4,0,0,1,0,1,1,1,0,1,1,12.13,29.25,0.54,7.98,7.7,3.69,6.93
4222,0,1,1,1,1,1,0,0,0,1,0,1,1,1,12.13,27.32,1.3,-4.67,7.1,0.65,6.37
11629,1,3,4,3,1,1,1,0,0,0,1,0,0,1,12.2,26.97,0.03,-0.71,7.35,1.17,6.85
902,1,4,1,4,0,1,1,0,1,1,1,0,0,1,11.95,30.2,1.17,-0.79,7.59,0.3,4.92
703,1,2,4,4,0,0,0,1,0,1,1,0,0,0,12.2,30.21,2.31,-2.58,7.6,2.8,6.91
3939,1,2,2,5,1,0,0,0,1,0,0,0,0,0,12.29,29.64,0.31,2.55,7.36,-1.73,6.06
9428,1,4,3,4,0,0,1,1,1,0,1,0,0,0,12.11,29.02,4.45,1.17,7.52,-1.51,6.17
12636,1,1,4,3,0,0,0,1,0,1,0,0,0,1,12.1,27.98,3.58,0.34,7.68,2.23,6
15733,0,5,1,4,0,0,0,1,0,0,0,0,0,0,12.24,28.28,0.79,2.89,7.53,4.18,6.48
681,1,3,3,3,1,1,1,1,1,1,0,1,1,0,12.02,30.07,-1.54,2.74,7.45,-0.01,6.4
2282,1,4,4,4,0,1,1,1,1,1,0,0,1,0,12.19,30.93,-0.61,-0.64,7.75,0.42,4.98
3195,0,1,4,4,0,1,1,1,1,1,1,0,0,0,12.35,30.54,1.01,-2.47,7.52,0.74,5.31
8609,1,2,3,5,1,0,1,1,0,0,1,0,1,0,11.74,29.67,3.16,4.79,7.33,-0.93,4.81
8264,1,2,2,5,0,0,0,1,0,0,0,0,0,1,12.35,29.15,2.64,-3.37,7.44,3.1,5.38
19207,0,2,2,1,1,1,1,0,1,0,0,0,1,0,12.03,28.12,0.94,-8.31,7.49,-0.87,5.68
19288,1,1,2,3,0,1,1,0,0,1,1,1,1,0,11.97,28.86,-0.16,1.65,6.9,1.61,6.51
6483,0,4,2,5,1,0,0,1,0,1,1,1,1,1,11.82,28.01,0.86,-2.32,7.61,0.19,6.55
19133,1,1,2,5,1,0,0,1,0,0,1,0,0,1,12.09,26.39,0.75,6.8,7.24,-1.07,4.79
9723,1,2,2,4,1,1,1,0,0,1,1,1,0,0,12.03,28.31,2.22,0.05,7.42,-0.15,7.13
14305,0,4,1,4,1,0,0,0,0,0,1,0,0,0,11.9,26.47,2.8,0.87,7.6,-2.01,6.9
1508,0,4,3,4,1,1,1,1,1,0,1,1,1,0,11.7,28.76,-0.47,0.97,7.55,-3.28,5.65
3647,0,3,4,3,0,0,1,1,0,1,0,0,0,1,12.03,27.66,2.17,-8.06,7.54,0.01,5.9
10016,1,4,3,3,0,1,1,0,0,1,1,0,0,1,12.19,24.82,5.88,5.71,7.5,0.11,4.99
3756,1,1,3,4,0,0,0,0,1,0,0,1,0,0,11.93,29.78,3.29,6.79,7.65,-0.09,7.34
4956,1,3,2,4,1,1,0,1,0,0,0,1,1,1,11.81,26.51,1.27,-0.57,7.69,-0.24,6.4
2791,1,2,2,3,0,1,1,1,1,0,0,0,0,0,11.97,27.34,0.8,-0.94,7.66,2.26,5.3
8113,1,3,2,5,0,0,0,0,1,1,0,0,1,0,12.12,28.47,2.88,2.59,7.35,0.12,4.08
4596,0,2,4,4,1,1,1,1,0,1,0,0,1,0,11.71,28.85,1.77,-1.55,8.01,1.97,5.4
15462,1,3,3,1,1,1,1,0,1,0,1,1,1,0,12.37,27.38,3.36,-3.32,7.45,1.65,3.63
2280,1,2,2,3,0,0,0,1,1,0,0,1,1,1,12.05,28.46,1,5.61,7.5,-0.57,6.74
1420,1,5,5,4,1,0,0,1,0,0,1,0,1,0,12.01,28.95,2.15,0.11,7.35,0.49,3.57
15545,0,4,3,3,1,1,1,1,1,0,0,0,0,1,12.09,30.21,2.71,0.6,7.21,0.14,6.39
3649,0,3,3,5,1,0,1,0,0,0,0,1,1,1,12.13,28.77,2.88,-2.7,7.25,1.91,6.16
3908,1,5,4,3,1,0,0,0,1,1,0,1,0,1,12.17,25.71,1.06,3.91,7.48,1.05,7.84
14060,1,5,5,5,0,1,0,1,1,0,0,1,0,1,12.32,32.98,3.9,-0.07,7.27,-5.88,6.27
8588,0,4,5,1,1,1,0,0,1,0,1,0,0,1,12.06,26.15,1.05,4.98,7.42,-1.68,6.49
7908,1,3,5,4,1,1,1,0,0,0,1,1,1,0,11.92,27.05,1.47,-1.03,7.34,0.74,5.9
9905,0,4,1,2,1,1,1,0,1,0,0,1,0,1,12.15,27.15,2.52,-0.85,7.91,-2.46,3.78
11989,1,4,2,5,1,0,1,0,0,1,1,1,0,0,11.74,29.08,-0.06,-8.31,7.62,5.18,5.49
7182,1,3,4,5,0,1,1,1,0,1,0,0,1,0,12.59,26.32,3.14,1.79,7.69,-0.34,6.63
13713,1,1,2,4,1,1,0,1,1,1,0,0,0,1,12.24,24.35,-0.55,3.31,7.4,-0.05,5.82
16359,1,1,1,3,1,1,0,1,0,1,1,0,1,0,12.07,28.9,2.88,-1.28,7.17,-0.04,4.32
8200,1,1,4,4,0,1,1,0,1,0,0,1,0,0,11.78,26.31,1.73,2.64,7.62,-1,7
18222,1,3,4,3,1,1,0,0,1,0,0,1,0,0,12.09,27.6,3.2,-8.5,7.55,1.94,5.44
12908,1,2,5,4,1,0,0,0,0,0,0,1,1,1,12.24,30.94,2.11,4.76,7.55,-0.22,4.56
9766,1,4,5,5,1,1,1,0,0,1,1,0,1,0,12.25,26.28,1.38,-1.34,7.44,0.43,4.03
9618,1,3,5,3,0,1,1,1,1,0,1,1,0,0,12.07,23.8,-1.08,-1.13,7.68,-0.54,5.87
1558,1,3,4,5,1,1,0,1,1,0,1,0,1,1,11.68,27.42,1.53,-0.08,7.8,2.43,6.08
48,1,1,3,5,1,1,0,0,1,0,0,1,1,0,12.06,27.42,2.12,-5.08,7.64,-0.06,5.04
1758,1,4,2,5,0,0,0,0,0,0,1,0,1,1,11.78,28.01,-1.38,-3.52,7.47,-0.2,4.67
5043,1,3,3,5,0,0,0,0,1,1,0,1,0,1,11.96,27.3,1.92,1.19,7.88,0.61,4.72
11059,1,2,4,5,1,0,1,1,1,1,0,0,0,1,12.06,27.74,3.45,-0.64,7.57,-1.03,5.44
5593,1,4,3,4,0,1,1,1,1,0,1,0,0,0,11.96,29.91,0.52,3.11,7.34,0.38,5.93
4820,0,3,5,4,0,0,0,1,0,1,1,0,0,1,12.1,25.74,2.57,3.93,7.59,4.4,5.78
639,0,2,4,4,0,1,1,0,1,1,0,1,1,1,11.73,28.86,1.47,-1.7,6.96,0.76,5.72
10676,1,2,3,5,0,0,0,1,1,0,0,1,1,0,12,28.03,2.22,-0.94,7.61,-0.92,5.67
11087,1,5,5,3,0,1,0,0,1,0,0,1,1,1,12,29.72,0.55,10.93,7.74,-2.16,5.39
9872,1,4,5,5,0,0,0,1,1,0,0,1,0,0,11.91,27.93,2.49,-6.64,7.28,-1.69,6.43
18081,0,3,3,4,0,0,0,1,1,1,1,1,1,0,12.37,26.51,1.4,2.94,6.94,-2.99,4.7
4077,1,1,3,4,1,1,1,1,0,0,0,1,1,1,11.9,27.65,2.44,7.59,7.41,0.57,4.86
1616,1,4,5,4,0,0,1,1,1,0,0,1,0,0,11.82,29.45,-0.58,-1.76,7.59,0.75,4.55
8716,0,2,4,4,1,0,0,0,1,0,1,0,1,1,11.98,29.54,1.08,-5.31,7.57,1.42,6.21
8600,1,3,1,2,1,0,0,0,0,1,1,0,1,1,12.45,28.85,2.57,2.41,6.92,1.51,7.37
877,1,5,2,5,0,1,1,1,0,0,0,1,1,1,12.11,28.62,2.96,-0.75,7.27,-0.88,5.8
19117,1,2,4,4,0,1,1,0,0,0,0,1,0,1,11.91,26.51,5.81,-2.89,7.73,2.26,7.05
10605,1,2,3,3,0,1,0,1,1,1,1,0,1,0,12.18,29.71,2.91,-0.04,7.46,2.51,7.65
16253,1,2,5,2,0,0,0,0,1,0,1,1,0,0,12.22,28.64,1.06,-1.4,7.82,0.42,7.35
19876,1,3,3,3,1,1,1,1,1,0,0,0,0,1,12.23,30.04,1.34,2.28,7.68,3.5,6.49
11291,1,1,3,4,0,0,0,0,1,1,0,0,0,0,12.33,29.71,-0.05,-3.57,7.95,-2.01,7.69
15571,0,2,3,5,0,0,0,1,0,1,1,1,0,1,12.13,29.52,1.51,-2.02,7.39,1.89,6.52
3033,1,1,3,1,0,0,1,1,1,1,0,1,1,0,12.15,29.74,2.08,-1.96,7.23,-3.85,8.51
9589,0,2,4,4,1,1,1,0,0,0,1,0,1,1,11.97,28.7,2.18,3.3,7.95,-0.62,4.57
19429,1,2,1,4,1,0,1,1,0,0,1,0,1,0,12.38,29.7,3.53,5.65,7.24,-1.42,5.31
8778,0,2,4,3,1,1,0,1,1,0,0,0,1,0,12.12,26.25,3.31,1.55,7.55,-2.26,3.97
15496,1,2,4,2,1,1,1,1,0,1,1,0,1,0,12.05,30.01,1.66,-2.25,7.39,1.67,6.14
5527,1,1,3,4,0,0,0,0,1,0,1,1,1,0,11.95,28.04,0.19,-2.04,7.78,-1.84,6.39
309,1,1,3,4,1,0,1,0,0,0,1,0,1,0,12.08,29.54,2.27,-5.7,7.35,-0.84,6.04
11613,1,4,1,3,0,0,0,1,1,0,0,0,0,0,12.44,27.62,0.7,6.39,7.25,-0.62,5.43
14374,1,5,4,4,1,1,0,1,0,0,0,1,0,0,12.33,32.86,3.27,-3.76,7.61,1.96,5.7
18288,0,2,4,5,1,1,0,1,0,1,0,1,0,1,12.27,27.69,-0.11,-0.51,7.2,-1.83,6.86
4055,1,1,4,4,1,0,0,0,0,1,1,1,1,1,12.19,26.96,3.04,-4.42,7.93,4.15,5.78
4895,0,3,4,4,0,1,0,1,0,1,0,1,0,0,12.24,26.41,2.3,0.6,7.55,-0.54,4.02
11738,0,2,3,3,0,1,1,0,0,0,0,0,1,0,12.06,28.33,4.6,-1.05,7.67,2.67,6.25
3492,1,1,4,2,1,0,1,1,0,0,0,0,1,0,12.06,26.09,0.74,3.34,7.68,0.81,6.6
11877,1,4,5,3,0,1,0,1,0,1,0,1,0,1,11.9,27.35,-0.04,2.71,7.59,0.63,6.74
7601,1,4,2,5,0,0,1,1,0,1,1,1,0,0,11.83,27.11,1.03,7.94,7.18,2.5,6.9
13702,1,1,4,5,1,0,0,1,0,1,1,0,0,1,11.61,27.18,0.54,-1.75,7.58,3.29,7.54
5620,1,1,5,1,1,0,0,1,1,0,1,0,1,1,11.88,22.33,4.26,0.53,7.47,0.89,3.38
17427,0,1,5,5,0,0,0,0,0,1,1,1,1,0,12.26,25.4,2.96,-3.57,7.56,1.59,6.38
13861,1,1,1,2,0,1,0,0,1,1,1,1,1,0,11.89,25.13,2.36,1.6,7.7,1.87,4.94
16344,1,5,2,1,0,0,0,0,0,1,1,1,1,0,12.39,25.07,-0.46,-0.53,7.08,-4.2,3.94
19624,1,5,1,4,1,1,1,0,0,0,0,1,1,0,11.91,27.71,3.76,0.55,7.22,-0.72,6.09
18477,0,4,3,5,1,1,0,0,1,1,1,1,1,0,12.06,30.11,0.12,-7.85,7.37,2.09,5.29
16081,1,3,1,2,1,0,1,1,1,0,1,1,0,0,12.1,28.54,0.94,2.12,7.74,1.16,4.83
598,0,1,3,5,0,1,0,1,0,1,0,1,1,0,11.76,27.01,3.69,-1.71,7.9,2.28,6.52
15871,1,4,3,4,1,1,0,0,0,0,1,0,0,0,11.95,29.36,-0.2,-1.22,7.7,0.34,4.28
12913,1,5,4,3,1,0,1,1,0,1,1,1,0,1,12.1,27.78,1.58,-2.23,7.48,0.34,6.69
17831,0,3,5,4,1,0,1,0,1,1,0,0,1,1,11.98,27.36,2.54,2.35,7.55,2.07,3.99
13082,1,3,3,3,1,0,1,1,0,0,0,1,0,1,11.95,27.29,1.45,5.96,7.66,1.01,6.12
9899,1,3,4,4,0,1,0,1,0,1,0,1,1,0,12,25.43,1.75,-6.73,7.76,0.1,4.98
15222,0,5,4,5,1,1,0,1,0,1,0,1,0,1,12.08,27.59,2.15,0.42,7.83,0.62,6.12
14315,1,5,5,2,1,1,1,0,1,1,0,1,0,0,11.9,28.36,-0.81,3.92,7.52,0.91,4.56
13234,1,1,2,5,0,1,0,0,1,0,0,1,0,1,11.93,28.44,1.22,-0.38,7.36,0.07,4.81
2207,1,5,3,4,1,1,0,1,1,1,0,1,1,0,11.99,27.54,0.5,-0.28,7.41,0.81,5.88
7943,1,4,3,3,0,0,1,1,1,1,1,1,1,0,12.11,28.89,1.91,3.82,7.35,-0.6,4.82
6193,0,1,4,2,0,0,1,0,0,1,0,0,0,0,12.04,29.45,3.84,0.23,7.72,0.11,6.94
12610,1,4,3,4,1,0,1,1,0,0,1,1,1,1,11.99,25.82,1.14,-0.71,7.37,1.9,5.92
19447,0,3,3,3,1,0,0,1,1,0,0,1,1,1,12.09,32.49,0.89,2.95,7.6,-1.23,7.01
14215,1,5,5,4,1,1,1,0,1,0,1,0,1,1,12.14,26.63,-0.18,1.27,7.54,2.96,6.13
9496,1,4,4,5,1,1,0,1,1,0,0,0,1,1,11.98,30.38,1.54,-1.84,7.74,-0.65,4.39
12098,1,4,4,3,1,0,1,0,1,1,0,1,1,0,12.15,28.31,-1.03,6.36,7.47,-1.11,5.07
5674,1,2,5,4,0,1,0,0,1,0,0,1,1,0,12.09,30.38,3.85,0.03,7.57,-0.16,5.04
11620,1,2,4,4,1,0,1,0,0,1,0,0,1,1,12.23,30.02,0.27,0.29,7.09,0.08,5.08
9054,1,3,3,3,1,0,1,1,1,0,0,1,1,1,11.91,28.65,0.8,2.33,7.58,1.33,5.24
15968,0,4,4,3,1,0,0,1,1,0,1,0,0,1,11.96,27.84,0.35,-2.46,7.35,-0.26,6.07
17764,0,3,3,4,1,0,1,1,1,1,1,1,0,0,12.09,27.05,3.32,-1.56,7.56,-0.66,5.09
8713,1,2,5,5,0,0,0,1,1,1,1,0,1,1,12.24,27.25,4.14,2.57,6.83,-0.39,6.28
10208,1,1,5,1,1,0,1,1,1,1,1,1,1,0,12.33,28.85,2.08,3,7.36,0.07,5.4
18244,0,3,2,5,1,1,0,0,0,0,1,0,1,1,12.02,26.39,2.73,-0.56,7.43,2.27,5.6
9756,1,3,3,5,1,0,0,1,1,0,0,1,0,1,11.96,24.72,2.7,8.49,7.69,0.25,5.34
14319,1,5,5,3,0,0,0,1,0,1,1,1,0,1,12.27,25.96,-0.41,-0.22,7.36,2.21,5.45
19864,1,3,2,2,1,1,1,0,1,1,1,1,1,1,11.77,27.72,-0.71,1.42,8.03,1.15,8
7650,1,4,3,3,0,1,1,0,0,0,1,1,0,0,12.22,30.3,3.15,-0.8,7.48,0.16,5.94
6991,1,3,2,4,0,0,1,0,0,1,1,1,0,1,11.94,28.56,0.4,2.23,7.57,1.57,7.12
12315,1,2,1,2,0,0,0,1,0,0,0,0,0,1,12.16,27.3,-0.19,5.94,7.67,2.79,6.4
12632,1,1,4,5,1,1,0,1,1,1,0,1,1,1,11.86,28.48,2.87,7.36,7.21,-1.18,5.86
7856,0,4,2,3,0,0,0,1,0,0,1,0,1,1,12.16,29.79,2.77,8.13,7.62,2.29,5.44
16233,0,4,5,4,1,0,1,1,1,0,0,0,1,0,11.72,28.31,1.66,3.76,7.53,1.67,5.98
3150,1,2,5,4,0,1,1,1,0,0,0,1,0,1,12.07,30.23,2.14,-2.03,7.42,0.27,5.67
18347,1,5,2,2,0,1,0,0,1,0,1,1,1,1,12.01,27.86,1.32,2.86,7.3,-0.66,5.82
2262,1,3,2,2,1,0,0,0,0,1,0,0,0,1,12.24,31.87,-0.46,-2.67,8.14,-2.14,6.64
2664,0,2,3,5,0,1,0,0,0,1,1,1,0,1,11.92,22.86,0.71,1.46,7.37,0.16,4.3
13589,1,2,2,5,0,0,1,1,0,0,0,1,1,0,12.03,28.87,0.75,3.81,7.47,-1.59,5.26
15184,1,4,4,1,1,1,0,0,0,1,0,1,1,0,12.34,28.29,1.2,-3.63,7.35,1.01,5.7
387,1,2,3,3,0,0,0,1,0,1,1,1,1,0,12.06,28.49,3.68,-2.02,7.8,-0.47,8.69
6600,1,4,2,4,0,0,0,0,1,1,1,1,1,0,12.06,27.64,2.37,-3.91,7.36,1.78,5.91
6434,1,1,3,5,0,1,1,1,1,0,0,0,1,1,12.33,24.28,0.36,-1.51,7.43,3.24,5.05
19799,1,4,5,5,0,1,0,1,0,1,0,1,0,1,12.11,29.4,1.32,-3.08,7.79,-1.52,5.65
12550,1,5,3,3,1,1,1,0,0,0,0,1,0,1,12.15,26.73,4.6,2.03,7.6,3.49,5.37
1752,0,1,4,5,0,0,0,0,0,1,1,1,0,1,12.14,28.02,1.35,-3.09,7.66,-0.07,5.33
19920,1,3,5,1,1,1,1,1,1,1,0,1,0,1,12.01,27.44,1.12,1.62,7.45,-1.67,6.7
17808,1,1,2,5,1,0,1,0,1,1,1,1,1,0,11.74,26.92,1.63,-1.59,7.62,-0.96,5.11
10892,1,3,3,3,0,0,1,1,0,0,1,1,1,1,12.16,29.04,0.64,0.23,7.43,1.64,5.53
12366,1,4,5,5,0,0,0,0,0,0,0,1,1,1,11.84,30.44,0.58,3.36,7.97,-0.25,5.12
13053,1,2,3,4,1,0,1,1,0,1,0,1,0,1,12.11,27.61,0.69,2.4,7.98,1.74,3.29
3658,1,3,1,3,0,1,1,0,1,1,0,0,0,1,12.19,28.61,1.06,-3.79,7.53,-0.14,8.04
19983,0,4,4,4,1,0,1,0,1,1,0,0,1,0,12.08,27.19,-0.81,-3.57,8,-0.66,7.98
13444,1,4,5,5,0,1,0,1,1,1,0,0,0,1,12.31,26.14,1.37,1.93,7.6,0.44,3.62
5599,1,5,5,4,0,1,1,0,0,1,1,0,1,0,11.87,27.19,4.01,-3.11,7.42,1.28,5.8
13579,0,2,3,4,1,0,1,0,1,1,0,1,0,0,11.82,30.64,4.45,-0.79,7.67,-0.9,8.22
9647,1,2,4,3,1,0,0,1,0,1,1,1,0,0,11.82,27.4,1.85,5.24,7.56,-0.43,4.27
5336,0,5,4,4,0,0,0,0,1,0,1,1,1,1,12.09,27.11,2.96,4.03,7.59,-0.37,7.45
12724,1,1,4,1,1,0,0,1,0,0,1,0,0,0,11.9,28.03,1.46,1.56,7.74,-0.82,5.95
16404,1,4,4,2,0,1,1,0,1,0,0,0,0,0,11.98,29.02,0.64,-6.68,7.18,-0.64,6.56
15139,0,5,1,1,1,0,0,0,0,1,0,1,1,0,11.83,30.43,0.47,1.06,7.7,0.73,5.71
4603,1,2,4,3,1,1,1,1,0,1,1,1,0,0,12.5,30.53,2.56,-2.05,7.36,2.69,6.19
14862,0,5,4,5,1,1,1,1,1,1,0,0,0,0,11.4,28.36,4.25,6.52,7.53,0.73,6.1
296,1,3,2,4,1,0,1,1,1,1,1,1,1,1,12.08,29.04,1.53,-4.58,7.45,4.31,5.09
17442,1,1,4,3,0,0,1,1,1,0,1,1,0,1,12.42,27.07,3.23,4.66,7.71,-0.25,4.51
7920,1,4,3,2,0,1,1,1,0,1,1,0,0,0,12.15,27.57,3.45,1.23,7.56,0.69,4.57
6290,0,1,3,1,0,1,1,0,0,0,0,0,1,1,12.08,30.11,0.05,-5.65,7.3,2.14,6.06
15568,1,3,2,1,0,1,1,1,1,0,1,0,0,0,12.03,29.06,0.02,-5.18,7.57,0.42,6.26
17404,1,3,5,3,1,1,1,0,0,1,0,1,1,0,11.87,28.47,0.35,-0.74,7.45,2.12,6.12
1531,1,3,5,4,1,1,1,1,0,1,0,1,0,0,12.23,28.4,1.37,1.59,7.88,0.3,4.67
3073,0,3,2,3,0,1,0,0,1,1,1,0,1,0,11.97,30.7,1.36,2.91,7.72,0.59,4
8639,1,1,3,1,1,1,0,1,0,1,1,1,0,0,12.3,29.26,1.63,-5.46,7.79,-1.75,4.74
